candidate_id,parameter_family,parameter_name,carrier,linked_activity_or_node,configuration_relevance,candidate_lower,candidate_central,candidate_upper,unit,activity_basis,energy_basis,time_basis,source_card_ids,source_locator,evidence_strength,recommended_status,central_value_method,eligible_for_dev_smoke_review,eligible_for_thesis_input,human_review_required,thesis_usability,codex_may_decide,main_caveat,notes
STEEL-WAG-EVID-0060,eaf_component,eaf_electricity_consumption,electricity,EAF,C1,not_applicable,0.5,not_applicable,MWh/t_DRI,per tonne DRI input,electricity,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Electric Arc Furnace (EAF); Figure 46; Table 1; p.56,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0061,eaf_component,eaf_scrap_consumption,scrap,EAF,C1,not_applicable,0.2,not_applicable,t_scrap/t_DRI,per tonne DRI input,material_input,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Electric Arc Furnace (EAF); Figure 46; Table 1; p.56,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0062,eaf_component,eaf_oxygen_consumption,oxygen,EAF,C1,not_applicable,0.05,not_applicable,t_O2/t_DRI,per tonne DRI input,material_input,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Electric Arc Furnace (EAF); Figure 46; Table 1; p.56,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0063,eaf_component,eaf_operation_range,electricity,EAF,C1,0.9,not_reported,1.1,fraction_of_average_capacity,fraction of average capacity,operational_range,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Electric Arc Furnace (EAF); Figure 46; Table 1; p.56,medium,thesis_model_sensitivity,reported_range,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0064,ng_drp_component,ng_drp_capacity,natural_gas,NG_DRP,C1,not_applicable,500,not_applicable,t_pellets/hour,NG-DRP average pellets throughput,capacity_context,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0065,ng_drp_component,ng_drp_pellets_to_dri_efficiency,material,NG_DRP,C1,not_applicable,0.74,not_applicable,t_DRI/t_pellets,per tonne pellets input,conversion_efficiency,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0066,ng_drp_component,ng_drp_electricity_consumption,electricity,NG_DRP,C1,not_applicable,0.1,not_applicable,MWh/t_pellets,per tonne pellets input,electricity,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0067,ng_drp_component,ng_drp_natural_gas_consumption,natural_gas,NG_DRP,C1,not_applicable,195,not_applicable,m3_NG/t_pellets,per tonne pellets input,natural_gas_volume,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0068,ng_drp_component,ng_drp_direct_co2_factor,CO2,NG_DRP,C1,not_applicable,0.5,not_applicable,t_CO2/t_pellets,per tonne pellets input,direct_emissions_proxy,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0069,ng_drp_component,ng_drp_oxygen_consumption,oxygen,NG_DRP,C1,not_applicable,0.1,not_applicable,t_O2/t_pellets,per tonne pellets input,material_input,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0070,ng_drp_component,ng_drp_operation_range,natural_gas,NG_DRP,C1,0.7,not_reported,1.1,fraction_of_average_capacity,fraction of average capacity,operational_range,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_sensitivity,reported_range,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
STEEL-WAG-EVID-0071,ng_drp_component,ng_drp_ramp_rate,natural_gas,NG_DRP,C1,not_applicable,0.1,not_applicable,fraction_average_capacity/hour,per hour average capacity,ramp_rate,not_applicable,STEEL-SC-0021,Athanasiadis 2025 Section 3.5.4 Components of the new configurations; Direct Reducing Plants (DRPs) / Natural Gas DRP; Figure 47; Table 2; p.57,medium,thesis_model_assumption,explicit_point,true,false,true,false,false,Tier B public thesis/literature-derived assumption; not Tata-exact and not validation evidence.,Evidence tier B public_secondary_literature_derived; underlying literature source unverified in this repository; sensitivity review required for material C1 assumptions.
CAND_EAF_CAP_400_TDRI_H,capacity,eaf_average_dri_input_capacity,material,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,400,400,400,t_DRI/h,DRI input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF section around p.56-57 Table 1,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Future DRP-EAF thesis value not measured Tata operation.,S3.4 guardrail candidate only; not approved executable input.
CAND_EAF_ELEC_0_5_MWH_TDRI,intensity,eaf_specific_electricity_dri_basis,electricity,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.5,0.5,0.5,MWh/t_DRI,DRI input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF section around p.56-57 Table 1,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,DRI-input basis; do not mix with MWh/t steel without conversion.,S3.4 guardrail candidate only; not approved executable input.
CAND_EAF_DRI_TO_STEEL_0_95,conversion,eaf_dri_to_crude_steel_efficiency,material,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.95,0.95,0.95,t_crude_steel/t_DRI,DRI input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF section around p.56-57 Table 1,source-supported,candidate_range,direct_source_value,true,false,true,false,false,Literature-derived thesis input not Tata-specific measurement.,Candidate evidence only; conversion basis must remain explicit.
CAND_EAF_SCRAP_0_2_T_PER_TDRI,material_ratio,eaf_scrap_input_ratio,scrap,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.2,0.2,0.2,t_scrap/t_DRI,DRI input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF section around p.56-57 Table 1,source-supported,candidate_range,direct_source_value,true,false,true,false,false,Scrap ratio affects quality and energy basis; model may not endogenise this.,Candidate evidence only; not approved executable input.
CAND_EAF_O2_0_05_T_PER_TDRI,intensity,eaf_oxygen_input_ratio,oxygen,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.05,0.05,0.05,t_O2/t_DRI,DRI input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF section around p.56-57 Table 1,source-supported,candidate_range,direct_source_value,true,false,true,false,false,Literature-derived thesis input not Tata-specific measurement.,Candidate evidence only; not approved executable input.
CAND_EAF_ON_RANGE_0_9_1_1,operating_range,eaf_on_state_operating_range,electricity/material,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.9,1.0,1.1,p.u._of_average_capacity,on-state EAF operation,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF Table 1 and text below,modelling_precedent_only,selected_development_input_candidate,direct_source_value_interpreted_as_hourly_guardrail,true,false,true,false,false,Conservative hourly abstraction not physical minimum stable load truth.,Use with binary on/off guardrail; not a smooth continuous dimmer.
CAND_EAF_ZERO_TO_ON_1H,ramp/startability,eaf_off_to_on_hourly_transition,electricity/material,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,1,1,1,h,off-to-min/max transition,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 EAF committable text near Table 1,modelling_precedent_only,selected_development_input_candidate,textual_interpretation,true,false,true,false,false,One-hour abstraction not sub-hour heat physics.,Use only as candidate guardrail; not approved executable input.
CAND_EAF_INFERRED_POWER_200_MW,capacity,eaf_inferred_electrical_load,electricity,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,200,200,200,MW,400 t DRI/h * 0.5 MWh/t DRI,hourly,not_applicable,STEEL-SC-0021,Derived from Athanasiadis EAF Table 1 capacity and electricity intensity,candidate_range_only,candidate_range,arithmetic_derivation,true,false,true,false,false,Not directly published as MW in the table; useful for smoke-test sizing only.,Derived value; must not be cited as source-reported electrical capacity.
CAND_DRP_CAP_500_TPELLETS_H,capacity,drp_pellet_input_capacity,material,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,500,500,500,t_pellets/h,pellet input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Future DRP-EAF thesis value not measured Tata operation.,S3.4 guardrail candidate only; not approved executable input.
CAND_DRP_YIELD_0_74,conversion,drp_pellets_to_dri_yield,material,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.74,0.74,0.74,t_DRI/t_pellets,pellet input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Literature-derived thesis input not Tata-specific measurement.,Candidate evidence only; not approved executable input.
CAND_DRP_ELEC_0_1_MWH_TPELLETS,intensity,drp_specific_electricity,electricity,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.1,0.1,0.1,MWh/t_pellets,pellet input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Literature-derived thesis input not Tata-specific measurement.,Candidate evidence only; not approved executable input.
CAND_DRP_NG_195_NM3_TPELLETS,fuel_intensity,drp_natural_gas_consumption,natural_gas,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,195,195,195,Nm3_NG/t_pellets,pellet input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Needs consistent NG LHV conversion if model uses energy units.,Candidate evidence only; not approved executable input.
CAND_DRP_O2_0_1_T_TPELLETS,intensity,drp_oxygen_consumption,oxygen,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.1,0.1,0.1,t_O2/t_pellets,pellet input,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,candidate_range,direct_source_value,true,false,true,false,false,Literature-derived thesis input not Tata-specific measurement.,Candidate evidence only; not approved executable input.
CAND_DRP_RANGE_0_7_1_1,operating_range,drp_operating_range,material,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0.7,1.0,1.1,p.u._of_average_capacity,DRP operation,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Future route thesis value not Tata-specific measurement.,S3.4 guardrail candidate only; not approved executable input.
CAND_DRP_RAMP_10PCT_H,ramp,drp_ramp_limit,material,NG_DRP,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,-0.1,0.0,0.1,p.u._average_capacity/h,DRP operation,hourly,not_applicable,STEEL-SC-0021,Athanasiadis 2025 DRP section around p.58 Table 2,source-supported,selected_development_input_candidate,direct_source_value,true,false,true,false,false,Equivalent to +/-50 t pellets/h if 500 t pellets/h base is used.,S3.4 guardrail candidate only; not approved executable input.
CAND_EAF_SEMICONT_BINARY,commitment_logic,eaf_semicontinuous_binary_on_off,electricity/material,EAF,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0,1,1,binary_flag,on/off status,hourly,not_applicable,S3_4_GUARDRAIL_BADARINATH_2025; STEEL-SC-0021,Badarinath Eq. 5.9; Athanasiadis EAF committable text,modelling_precedent_only,selected_development_input_candidate,boolean_formulation_choice,true,false,true,false,false,Supports abstraction not Tata-specific heat schedule.,Use to prevent smooth-dimmer EAF behaviour in S3.4 guardrail design.
CAND_EAF_GENERIC_MINLOAD_25_35PCT,minimum_stable_load,eaf_generic_minimum_operational_level,electricity/material,EAF,generic_future_technology_sensitivity,25,30,35,percent_of_nominal_capacity,on-state operation,hourly_or_heat_level,not_applicable,S3_4_GUARDRAIL_BADARINATH_2025,Badarinath Section 2.3.4,candidate_range_only,sensitivity_only,literature_summary_quoted_in_thesis,false,false,true,false,false,Generic physical range may conflict with Athanasiadis 0.9-1.1 hourly operating abstraction.,Do not use in base without explicit sensitivity design and basis reconciliation.
CAND_DRI_BUFFER_48H,storage,dri_buffer_duration,material,DRI_buffer,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,48,48,48,h_of_DRP_output,DRI inventory,storage_duration,not_applicable,S3_4_GUARDRAIL_BADARINATH_2025; STEEL-SC-0021,Badarinath Section 2.3.4; Athanasiadis DRP/EAF sizing,candidate_range_only,selected_development_input_candidate,cross_source_interpretation,true,false,true,false,false,Duration supported as modelling concept; exact Tata storage design not public.,Requires finite capacity and terminal inventory rule to avoid free storage arbitrage.
CAND_DRI_BUFFER_17760_T,storage,dri_buffer_tonnage_proxy,material,DRI_buffer,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,17760,17760,17760,t_DRI_eq,48 h * 500 t pellets/h * 0.74,storage,not_applicable,S3_4_GUARDRAIL_BADARINATH_2025; STEEL-SC-0021,Derived from Badarinath duration and Athanasiadis DRP capacity/yield,candidate_range_only,candidate_range,arithmetic_derivation,true,false,true,false,false,Not a published Tata storage value; use as dev/sensitivity only.,Derived value; must not be presented as measured storage design.
CAND_DRI_BUFFER_DECOUPLING,topology,dri_buffer_decouples_drp_and_eaf,material,DRI_buffer,C1_phase1_hybrid_BF_BOF_NG_DRP_EAF,0,1,1,qualitative_flag,DRP-EAF topology,hourly,not_applicable,S3_4_GUARDRAIL_BADARINATH_2025,Badarinath Section 2.3.4,modelling_precedent_only,selected_development_input_candidate,qualitative_source_statement,true,false,true,false,false,Needs inventory terminal rules to avoid free storage arbitrage.,Candidate topology evidence only; not approved executable input.
CAND_EAF_GENERIC_ELEC_0_525_MWH_TSTEEL,intensity,generic_scrap_eaf_specific_electricity,electricity,EAF,generic_EAF_DSM_sensitivity,0.525,0.525,0.525,MWh/t_steel,steel output,heat/process,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,candidate_range_only,sensitivity_only,direct_reported_value,false,false,true,false,false,Generic scrap-EAF basis not DRI-input basis; do not mix with Athanasiadis 0.5 MWh/t DRI without conversion.,Use for later sensitivity only unless locator is completed and basis is converted.
CAND_EAF_MELT_45_MIN,heat_timing,generic_eaf_melting_duration,process_time,EAF,generic_EAF_DSM_later_heat_level_sensitivity,45,45,45,min/heat,melting phase,sub-hour/heat,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,candidate_range_only,defer_sensitivity_only,direct_reported_value,false,false,true,false,false,Not implementable exactly in hourly base model.,Deferred heat-cycle sensitivity only.
CAND_EAF_REFILL_15_MIN,heat_timing,generic_eaf_empty_refill_duration,process_time,EAF,generic_EAF_DSM_later_heat_level_sensitivity,15,15,15,min/heat,empty/refill phase,sub-hour/heat,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,candidate_range_only,defer_sensitivity_only,direct_reported_value,false,false,true,false,false,Not implementable exactly in hourly base model.,Deferred heat-cycle sensitivity only.
CAND_EAF_HEAT_CYCLE_60_MIN,heat_timing,generic_eaf_total_heat_cycle_duration,process_time,EAF,generic_EAF_DSM_later_heat_level_sensitivity,60,60,60,min/heat,45 min melting + 15 min empty/refill,heat/process,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Derived from reported 45 + 15 min values,candidate_range_only,sensitivity_only,arithmetic_derivation,false,false,true,false,false,Derived generic cycle time not Tata-specific.,Deferred heat-cycle sensitivity only.
CAND_EAF_INTERRUPT_RESTART_30_MIN,interruption_logic,generic_eaf_restart_threshold_after_disruption,process_time,EAF,generic_EAF_DSM_later_heat_level_sensitivity,30,30,30,min,maximum disruption before restart risk,sub-hour/heat,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,candidate_range_only,defer_sensitivity_only,direct_reported_value,false,false,true,false,false,Cannot be represented honestly in hourly base model without extra state or heat logic.,Do not implement in S3.4/S4.0a hourly base.
CAND_EAF_UTIL_CEILING_75PCT,utilisation,generic_eaf_practical_utilisation_ceiling,material/electricity,EAF,generic_EAF_DSM_diagnostic_sensitivity,75,75,75,percent,heat cycle utilisation,process/annual,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,candidate_range_only,diagnostic_sensitivity_only,source_statement_or_45_60_interpretation,false,false,true,false,false,Generic scrap-EAF utilisation not a DRP-EAF Tata production target.,Do not use as base hard cap without sensitivity design.
CAND_EAF_DSM_LOAD_SHEDDING_ONLY,flexibility_mode,generic_eaf_dsm_mode_load_shedding,electricity,EAF,generic_EAF_DSM_interpretation,0,1,1,qualitative_flag,DSM mode,market_response,not_applicable,S3_4_GUARDRAIL_PAULUS_BORGGREFE_2011,Exact page needs verification,modelling_precedent_only,modelling_caveat,qualitative_source_statement,false,false,true,false,false,Useful to prevent overclaiming upward flexibility; not a numeric plant constraint.,Use as reporting caveat and later sensitivity framing.
STEEL-HERACLES-EVID-0001,vattenfall_ijmuiden_interface,vn25_production_gas_first_with_ng_top_up,BFG/COG/BOFG/NG,VN25,C1_Heracless_phase1,0,1,1,qualitative_flag,VN25 fuel topology,fuel_direction_only,operation_contingent_not_quantified,STEEL-SC-0016,Report p.115; PDF p.116; Section 14.5,high,validation_target_only,direct_source_statement,false,false,true,false,false,No minimum fuel rate MW efficiency ramp or hourly WAG split is reported.,Supports a separately reviewed bounded implementation test only; not an executable fuel rule.
STEEL-HERACLES-EVID-0002,annual_energy_context,aggregate_wag_recovery_heat_and_electricity,WAG_aggregate,site_processes_and_Vattenfall,C0_current_reference,54,54,54,PJ/y,recovered production-gas energy,source_energy_basis_not_stated,annual_calendar,STEEL-SC-0016,Report p.32; PDF p.33; Section 4.3,high,validation_target_only,direct_source_value,false,false,true,false,false,Aggregate annual recovery does not identify production recovery process use generator use holder flow or flare.,Annual reporting context only; do not fit WAG yields or the current approximately 57.35-PJ/y model total.
STEEL-HERACLES-EVID-0003,transition_capacity,total_liquid_steel_downstream_ceiling,liquid_steel,OSF_DSP_WBW_transition_boundary,C0_to_C1_transition,25,25,25,kt_liquid_steel/day,total liquid steel processed,mass,transition_day,STEEL-SC-0016,Report p.85; PDF p.86; Section 9.7 and Figure 9.1,high,candidate_point_value,direct_source_value,false,false,true,false,false,Transition coordination ceiling is not shown to be a universal normal-operation hourly cap.,Supports a separately reviewed transition-state implementation test only.
STEEL-HERACLES-EVID-0004,transition_minimum_load,blast_furnace_transition_minimum,BF_hot_metal,HO6_and_HO7,C0_to_C1_transition,50,50,50,approx_percent_of_maximum_capacity,individual blast-furnace production,mass,transition_episode,STEEL-SC-0016,Report p.85; PDF p.86; Section 9.7,high,candidate_point_value,direct_source_value,false,false,true,false,false,Approximate transition lower bound with no asset-specific normal-operation denominator.,Do not use for BF6/BF7 comparability or universal normal-operation constraints.
STEEL-HERACLES-EVID-0005,transition_minimum_load,dri_transition_minimum,DRI,DRI_furnace,C0_to_C1_transition,50,50,50,approx_percent_of_maximum_capacity,DRI production,mass,commissioning_and_transition_episode,STEEL-SC-0016,Report pp.82 and 85; PDF pp.83 and 86; Sections 9.3 and 9.7,high,candidate_point_value,direct_source_value,false,false,true,false,false,Commissioning and transition evidence may not describe universal normal operation.,Supports a separately reviewed transition-state implementation test only.
STEEL-HERACLES-EVID-0006,dri_energy_intensity,dri_reduction_natural_gas,natural_gas,DRI_reactor,C1_Heracless_NG_operation,8.1,8.1,8.1,GJ_NG/t_DRI,DRI output,source_gas_energy_basis_not_stated,normal_operation,STEEL-SC-0016,Report p.92; PDF p.93; Section 10.6,high,validation_target_only,direct_source_value,false,false,true,false,false,The report does not label LHV or HHV and the value must remain separate from furnace fuel.,Validation candidate only; together with furnace NG it arithmetically totals 9.9 GJ/t DRI.
STEEL-HERACLES-EVID-0007,dri_energy_intensity,dri_process_furnace_natural_gas,natural_gas,DRI_process_furnace,C1_Heracless_NG_operation,1.8,1.8,1.8,GJ_NG/t_DRI,DRI output,source_gas_energy_basis_not_stated,normal_operation,STEEL-SC-0016,Report p.92; PDF p.93; Section 10.6,high,validation_target_only,direct_source_value,false,false,true,false,false,The report does not label LHV or HHV and the value must remain separate from reduction gas.,Validation candidate only; do not collapse the two source rows in the evidence register.
STEEL-HERACLES-EVID-0008,dri_energy_intensity,dri_electricity,electricity,DRI_furnace,C1_Heracless_NG_and_H2_operation,0.3,0.3,0.3,GJ_e/t_DRI,DRI output,electricity_final_energy,normal_operation,STEEL-SC-0016,Report p.92; PDF p.93; Section 10.6 and Figure 10.2,high,validation_target_only,direct_source_value,false,false,true,false,false,DRI-only electricity value is not a full EAF-route or site electricity balance.,Validation candidate only; preserve its DRI-output denominator.
STEEL-HERACLES-EVID-0009,gas_storage_capacity,oxygas_holder_geometric_capacity,BOFG_oxygas,OSF_oxygas_holder,C0_and_C1,83400,83400,83400,m3_geometric,holder vessel volume,not_convertible_without_gas_basis,physical_capacity,STEEL-SC-0016,Report p.71; PDF p.72; Section 7.4,high,candidate_point_value,direct_source_value,false,false,true,false,false,Usable volume gas composition pressure and LHV basis are absent.,Topology/capacity evidence only; energy storage and hourly inventory remain blocked.
STEEL-HERACLES-EVID-0010,steam_startup,dri_external_startup_steam,steam,DRI_startup,C1_Heracless_startup,50,50,50,approx_t_steam/h,DRI startup steam demand,not_applicable,startup_initial_then_declining,STEEL-SC-0016,Report p.118; PDF p.119; Section 15.1,high,candidate_point_value,direct_source_value,false,false,true,false,false,Steam conditions and duration profile are absent and the flow declines as internal production starts.,Bounded startup validation candidate only; not a complete site steam balance.
STEEL-HERACLES-EVID-0011,maintenance_availability,dri_repeating_maintenance_duration,DRI,DRI_furnace,C1_Heracless_normal_operation,1,1,1,day/month,DRI maintenance outage,not_applicable,approximately_monthly,STEEL-SC-0016,Report p.120; PDF p.121; Section 15.3,high,candidate_point_value,direct_source_value,false,false,true,false,false,Estimate based on comparable plants; scheduling and retained process-heating state are not fixed.,Supports a separately reviewed availability sensitivity only.
STEEL-HERACLES-EVID-0012,maintenance_availability,eaf_weekly_taphole_outage,EAF,EAF,C1_Heracless_normal_operation,8,8,8,h/week,EAF taphole maintenance,not_applicable,weekly,STEEL-SC-0016,Report p.120; PDF p.121; Section 15.3,high,candidate_point_value,direct_source_value,false,false,true,false,false,The report does not define an hourly calendar; fortnightly bottom replacement occurs during alternating weekly stops.,Supports a separately reviewed availability sensitivity only.
STEEL-HERACLES-EVID-0013,maintenance_availability,dri_annual_maintenance_outage,DRI,DRI_furnace,C1_Heracless_normal_operation,21,21,21,day/year,DRI annual maintenance,not_applicable,annual_outage,STEEL-SC-0016,Report p.119; PDF p.120; Section 15.3,high,candidate_point_value,direct_source_value,false,false,true,false,false,Annual outage timing and overlap with shorter maintenance are not specified.,Supports annual availability accounting and a separately reviewed outage test only.
STEEL-HERACLES-EVID-0014,maintenance_availability,eaf_annual_maintenance_outage,EAF,EAF,C1_Heracless_normal_operation,14,14,14,day/year,EAF annual maintenance,not_applicable,annual_outage,STEEL-SC-0016,Report p.119; PDF p.120; Section 15.3,high,candidate_point_value,direct_source_value,false,false,true,false,false,Annual outage timing and overlap with shorter maintenance are not specified.,Supports annual availability accounting and a separately reviewed outage test only.
STEEL-HERACLES-EVID-0015,material_buffer_topology,cold_dri_decouples_dri_and_eaf,DRI,cold_DRI_bunkers,C1_Heracless_normal_operation,0,1,1,qualitative_flag,DRI/EAF outage decoupling,mass,short_unspecified_duration,STEEL-SC-0016,Report pp.93 and 120; PDF pp.94 and 121; Sections 11.1 and 15.3,high,validation_target_only,direct_source_statement,false,false,true,false,false,No usable cold-DRI capacity initial inventory or terminal rule is provided.,Topology evidence only until a finite store contract is separately evidenced and reviewed.
STEEL-HERACLES-EVID-0016,steam_topology,dri_top_gas_heat_recovery_internal_steam,steam,DRI_internal_steam_system,C1_Heracless_normal_operation,0,1,1,qualitative_flag,DRI internal heat recovery,not_applicable,normal_operation,STEEL-SC-0016,Report p.87; PDF p.88; Section 10.2,high,validation_target_only,direct_source_statement,false,false,true,false,false,No steam pressure enthalpy flow or export capacity is reported.,Supports internal DRI steam topology only; not site-balance closure.
STEEL-HERACLES-EVID-0017,steam_topology,dri_short_stop_external_steam,steam,DRI_short_stop,C1_Heracless_short_stop,0,1,1,qualitative_flag,DRI warm-hold systems,not_applicable,short_stop_duration_unspecified,STEEL-SC-0016,Report p.119; PDF p.120; Section 15.2,high,validation_target_only,direct_source_statement,false,false,true,false,false,No external steam rate conditions or short-stop duration are reported.,Supports short-stop topology only; the startup 50-t/h value must not be reused automatically.
