anchor_id,configuration,asset_or_flow,metric,unit,raw_source_anchor,active_scaled_anchor,model_output,absolute_gap,relative_gap,anchor_role,reconciliation_mode,source_card_or_stage,stage_introduced,thesis_usability,caveat,decision_needed
imported_pellets,C1_phase1_BF_BOF_plus_DRP_EAF,pellet burden,imported pellets,t/y,200000.0,198529.41176470587,198529.411765,0,0,development_input,scale_with_active_production_target,PELLETIZING source card / C5n_b,C5n_b,false,"Fixed exogenous supply, not free slack.",Review or freeze before DA/economics if this metric is used in claims.
bf_pellet_demand,C1_phase1_BF_BOF_plus_DRP_EAF,pellet burden,BF pellet demand,t/y,,,1405802.861686,,,reconciliation_parameter,BF_pellet_coeff_resolves_public_annual_burden_balance,C5n_b pellet balance,C5n_b,false,"Coefficient is reconciliation, not BF burden truth.",Review or freeze before DA/economics if this metric is used in claims.
drp_pellet_demand,C1_phase1_BF_BOF_plus_DRP_EAF,pellet burden,DRP pellet demand,t/y,,,3755961.844197,,,development_input,DRP_pellet_coeff_from_DRP_yield,C5n_b / C5o_a,C5n_b/C5o_a,false,Now fed by actual C5o_a DRP input.,Review or freeze before DA/economics if this metric is used in claims.
dsp_output,C1_phase1_BF_BOF_plus_DRP_EAF,DSP,DSP hot rolled coil output,t/y,1500000.0,1488970.5882352942,1350000.0,-138970.588235,-0.093333,development_input,preserve_C5l_d_DSP_placeholder,DSP source card / C5o_c,C5o_c,false,"Active output is 1.35 Mt/y placeholder replacement, not raw 1.5 Mt/y.",Review or freeze before DA/economics if this metric is used in claims.
hsm_wbw_output,C1_phase1_BF_BOF_plus_DRP_EAF,HSM/WBW,rolled coil output,t/y,5500000.0,,5450534.76175,-49465.23825,-0.008994,development_input,C5l_d_base_0_50_hot_charge_case,HSM C5l_d,C5l_d,false,HSM output reflects slab input factor and imported slab context.,Review or freeze before DA/economics if this metric is used in claims.
final_product_proxy,C1_phase1_BF_BOF_plus_DRP_EAF,downstream,HSM plus DSP final-product proxy,t/y,7000000.0,,6800534.76175,-199465.23825,-0.028495,reporting_only,C5o_c_final_product_proxy,C5l_d / C5o_c,C5l_d/C5o_c,false,"Denominator candidate, not yet final economics denominator.",Review or freeze before DA/economics if this metric is used in claims.
kgf_coke_output,C1_phase1_BF_BOF_plus_DRP_EAF,KGF/coking,coke production,t/y,,,992647.058824,,,development_input,C5m_f_bounded_reconciliation_active_development_baseline,C5m_f coke reconciliation,C5m_f,false,Bounded C5m_f reconciliation is active development baseline; external coke remains fallback-only.,Review or freeze before DA/economics if this metric is used in claims.
bf_coke_demand,C1_phase1_BF_BOF_plus_DRP_EAF,BF,coke demand,t/y,,,992647.057746,,,development_input,C5m_f_bounded_reconciliation_active_development_baseline,C5m_e/C5m_f,C5m_e/C5m_f,false,Driver repaired; BF coke rate/KGF anchor reconciliation is no longer an open method decision.,Review or freeze before DA/economics if this metric is used in claims.
sinter_output,C1_phase1_BF_BOF_plus_DRP_EAF,Sinter,sinter output,t/y,2800000.0,,2801600.00352,1600.00352,0.000571,development_input,BF_hot_metal_coupled,SINTER source card / C5m,C5m,false,C0 site-average and C1 retained-BF coupling caveated.,Review or freeze before DA/economics if this metric is used in claims.
sinter_iron_ore_input,C1_phase1_BF_BOF_plus_DRP_EAF,Sinter,iron ore bus0 input,t/y,,,2277700.80132,,,development_input,per_t_sinter_input,C5m,C5m,false,Other raw-mix inputs implicit.,Review or freeze before DA/economics if this metric is used in claims.
boiler_hsm_reheat,C1_phase1_BF_BOF_plus_DRP_EAF,HSM/WBW,HSM reheat demand,PJ/y,,,5.01531,,,development_input,C5l_d_base_0_50_hot_charge_cap,C5l_d,C5l_d,false,"Thermal/LHV, not electricity.",Review or freeze before DA/economics if this metric is used in claims.
boiler_hsm_rolling_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,HSM/WBW,rolling electricity,GWh/y,,,381.537432,,,development_input,existing_HSM_rolling_electricity,C5l_d,C5l_d,false,Already in process electricity scope.,Review or freeze before DA/economics if this metric is used in claims.
pefa_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,PEFA,electricity,MWh/y,,,105716.911765,,,development_input,process_coupled_not_DA_responsive,C5n_a,C5n_a,false,Not price-responsive.,Review or freeze before DA/economics if this metric is used in claims.
pefa_gas_heat,C1_phase1_BF_BOF_plus_DRP_EAF,PEFA,gas heat demand,PJ/y,,,1.588235,,,development_input,eligible_COG_BOFG_NG_controller,C5n_a,C5n_a,false,No BFG; no WAG market value.,Review or freeze before DA/economics if this metric is used in claims.
pefa_co2,C1_phase1_BF_BOF_plus_DRP_EAF,PEFA,diagnostic CO2,t/y,,,521139.705882,,,reporting_only,aggregate_diagnostic_no_fuel_double_count,C5n_a,C5n_a,false,Not ETS objective.,Review or freeze before DA/economics if this metric is used in claims.
sinter_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,Sinter,electricity,MWh/y,,,96094.8786,,,development_input,process_coupled,C5m,C5m,false,Not DA-responsive.,Review or freeze before DA/economics if this metric is used in claims.
drp_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,DRP,electricity,MWh/y,,,231524.98628,,,development_input,continuous_NG_DRP_auxiliary,C5o_a,C5o_a,false,Not EAF arc load.,Review or freeze before DA/economics if this metric is used in claims.
drp_ng,C1_phase1_BF_BOF_plus_DRP_EAF,DRP,NG total,PJ/y,,,27.516175,,,development_input,external_NG_process_coupled,C5o_a,C5o_a,false,Tailgas not WAG.,Review or freeze before DA/economics if this metric is used in claims.
drp_oxygen,C1_phase1_BF_BOF_plus_DRP_EAF,DRP,oxygen demand diagnostic,t/y,,,375220.566,,,reporting_only,oxygen_supply_not_implemented,C5o_a,C5o_a,false,Requires Linde/ASU layer.,Review or freeze before DA/economics if this metric is used in claims.
drp_co2_capture,C1_phase1_BF_BOF_plus_DRP_EAF,DRP,CO2 capture stream,t/y,,,794911.7176,,,reporting_only,capture_stream_validation,C5o_a,C5o_a,false,Not direct emissions total.,Review or freeze before DA/economics if this metric is used in claims.
eaf_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,EAF,arc electricity,MWh/y,,,1413700.0,,,development_input,heat_equivalent_accounting,C5o_b,C5o_b,false,No mFRR variables or DA dispatch.,Review or freeze before DA/economics if this metric is used in claims.
eaf_ng,C1_phase1_BF_BOF_plus_DRP_EAF,EAF,NG demand,PJ/y,,,0.1675,,,development_input,process_NG_driver,C5o_b,C5o_b,false,No WAG offgas.,Review or freeze before DA/economics if this metric is used in claims.
eaf_oxygen,C1_phase1_BF_BOF_plus_DRP_EAF,EAF,oxygen demand diagnostic,t/y,,,167550.25,,,reporting_only,oxygen_supply_not_implemented,C5o_b,C5o_b,false,Requires Linde/ASU layer.,Review or freeze before DA/economics if this metric is used in claims.
eaf_co2,C1_phase1_BF_BOF_plus_DRP_EAF,EAF,diagnostic CO2 midpoint,t/y,,,422100.0,,,reporting_only,aggregate_BREF_midpoint_diagnostic,C5o_b,C5o_b,false,Not ETS/full-site emissions.,Review or freeze before DA/economics if this metric is used in claims.
dsp_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,DSP,electricity,MWh/y,,,75600.0,,,development_input,process_coupled_not_DA_responsive,C5o_c,C5o_c,false,No fuel heat active.,Review or freeze before DA/economics if this metric is used in claims.
dsp_internal_scrap,C1_phase1_BF_BOF_plus_DRP_EAF,DSP,internal scrap/loss,t/y,,,67500.0,,,reporting_only,reported_not_EAF_scrap_supply,C5o_c,C5o_c,false,Future scrap loop decision needed.,Review or freeze before DA/economics if this metric is used in claims.
dsp_direct_co2,C1_phase1_BF_BOF_plus_DRP_EAF,DSP,direct CO2,t/y,,,0.0,,,reporting_only,zero_because_fuel_inactive,C5o_c,C5o_c,false,Not physical zero-emissions claim.,Review or freeze before DA/economics if this metric is used in claims.
bof_oxygen,C1_phase1_BF_BOF_plus_DRP_EAF,BOF,oxygen demand diagnostic,t/y,,,267240.0,,,development_input,BOF_OSF_parameterisation,C5k/C5j,C5j/C5k,false,Requires Linde/ASU supply layer.,Review or freeze before DA/economics if this metric is used in claims.
linde_total_oxygen_demand,C1_phase1_BF_BOF_plus_DRP_EAF,Linde/ASU,total core oxygen demand,t/y,744000.0,,982143.7312000002,238143.7312,0.320086,development_input,BF_BOF_EAF_DRP_oxygen_bus_accounting,LINDE source card / C5p_a,C5p_a,false,Core demand excludes residual/unmodelled O2 users; DRP basis caveated.,Review or freeze before DA/economics if this metric is used in claims.
linde_average_oxygen_demand,C1_phase1_BF_BOF_plus_DRP_EAF,Linde/ASU,average core oxygen demand,t/h,150.0,,112.11686429223747,-37.883136,-0.252554,validation_anchor,comparison_to_150_t_h_precedent,LINDE source card / C5p_a,C5p_a,false,"150 t/h is a precedent/sanity check, not a capacity constraint.",Review or freeze before DA/economics if this metric is used in claims.
linde_asu_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,Linde/ASU,ASU electricity,MWh/y,525600.0,,392857.4924800001,-132742.50752,-0.252554,development_input,0p400_MWh_per_t_O2_accounting,LINDE source card / C5p_a,C5p_a,false,Added to current C5 process scope; not full-site electricity.,Review or freeze before DA/economics if this metric is used in claims.
linde_residual_unmodelled_oxygen,C1_phase1_BF_BOF_plus_DRP_EAF,Linde/ASU,residual/unmodelled O2 to 150 t/h precedent,t/y,,,331856.2687999998,,,reporting_only,not_added_to_ASU_production,LINDE source card / C5p_a,C5p_a,false,Reported gap only; not hidden plant demand.,Review or freeze before DA/economics if this metric is used in claims.
steam_total_demand,C1_phase1_BF_BOF_plus_DRP_EAF,steam circuit,existing modelled steam demand,t steam/y,,,165461.611488,,,development_input,existing_C5_steam_demands_mapped_to_pressure_buses,BOILER_STEAM source card / C5p_b,C5p_b,false,"Residual/unmodelled steam demand is reported missing/deferred, not hidden.",Review or freeze before DA/economics if this metric is used in claims.
steam_supply_total,C1_phase1_BF_BOF_plus_DRP_EAF,steam circuit,boiler plus STEG11 steam generation,t steam/y,,,165461.611488,,,development_input,demand_led_mass_flow_steam_generation,BOILER_STEAM source card / C5p_b,C5p_b,false,"Mass-flow steam accounting, not enthalpy model.",Review or freeze before DA/economics if this metric is used in claims.
steam_72bar_supply,C1_phase1_BF_BOF_plus_DRP_EAF,steam_72bar,72 bar supply,t steam/y,,,82730.805744,,,development_input,K15K16_plus_STEG11_to_72bar_bus,C5p_b,C5p_b,false,"Pressure bus balance, not storage.",Review or freeze before DA/economics if this metric is used in claims.
steam_45bar_supply,C1_phase1_BF_BOF_plus_DRP_EAF,steam_45bar,45 bar supply,t steam/y,,,82730.805744,,,development_input,K23K24_plus_K41_to_45bar_bus,C5p_b,C5p_b,false,"Pressure bus balance, not storage.",Review or freeze before DA/economics if this metric is used in claims.
steam_15bar_process_load,C1_phase1_BF_BOF_plus_DRP_EAF,steam_15bar,15 bar process load,t steam/y,,,165461.611488,,,development_input,unknown_pressure_existing_loads_assumed_15bar,C5p_b,C5p_b,false,Pressure level assumption must be reviewed before thesis claims.,Review or freeze before DA/economics if this metric is used in claims.
steam_spill_total,C1_phase1_BF_BOF_plus_DRP_EAF,steam circuit,explicit steam spill diagnostic,t steam/y,,,0.0,,,reporting_only,explicit_spill_not_hidden_slack,C5p_b,C5p_b,false,Nonzero spill would indicate missing sinks or overproduction.,Review or freeze before DA/economics if this metric is used in claims.
steam_unserved_total,C1_phase1_BF_BOF_plus_DRP_EAF,steam circuit,unserved steam,t steam/y,,,0.0,,,failure_guard,unserved_steam_must_be_zero_for_thesis_usable_runs,C5p_b,C5p_b,false,Unserved steam is not hidden slack.,Review or freeze before DA/economics if this metric is used in claims.
boiler_k15k16_steam_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,BOILER_C1_K15K16,steam capacity,t/h,220.0,220.0,220.0,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,"Capacity anchor, not hidden hourly constraint in annual ledger.",Review or freeze before DA/economics if this metric is used in claims.
boiler_k23k24_steam_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,BOILER_C2_K23K24,steam capacity,t/h,220.0,220.0,220.0,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,"Capacity anchor, not hidden hourly constraint in annual ledger.",Review or freeze before DA/economics if this metric is used in claims.
boiler_k41_steam_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,BOILER_C2_K41,steam capacity,t/h,80.0,80.0,80.0,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,K41 kept separate because COG is blocked.,Review or freeze before DA/economics if this metric is used in claims.
steg11_steam_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,STEG11_CHP,steam capacity,t/h,80.0,80.0,80.0,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,STEG11 electricity is accounting-only.,Review or freeze before DA/economics if this metric is used in claims.
steg11_electricity_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,STEG11_CHP,electricity capacity,MWe,13.1,13.1,13.1,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,Not market revenue.,Review or freeze before DA/economics if this metric is used in claims.
tg2_steam_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,TG2_STEAM_TURBINE,steam throughput capacity,t/h,105.0,105.0,105.0,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,TG2 is steam-only.,Review or freeze before DA/economics if this metric is used in claims.
tg2_electricity_capacity,C1_phase1_BF_BOF_plus_DRP_EAF,TG2_STEAM_TURBINE,electricity capacity,MWe,14.5,14.5,14.5,0,0,validation_anchor,source_card_capacity_anchor,BOILER_STEAM source card / C5p_b,C5p_b,false,Not market revenue.,Review or freeze before DA/economics if this metric is used in claims.
wag_to_steam,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,BFG/COG to steam layer,MWh_LHV/y,,,144277.009831,,,development_input,useful_WAG_to_steam_no_direct_market_value,C5p_b,C5p_b,false,BOFG remains blocked/deferred for this layer.,Review or freeze before DA/economics if this metric is used in claims.
ng_backup_for_steam,C1_phase1_BF_BOF_plus_DRP_EAF,NG,NG backup for steam,MWh_LHV/y,,,0.0,,,reporting_only,backup_external_fuel_only,C5p_b,C5p_b,false,NG eligibility is caveated; no gas-market economics added.,Review or freeze before DA/economics if this metric is used in claims.
remaining_wag_after_steam,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,remaining WAG after steam layer,MWh_LHV/y,,,1826220.215755,,,reporting_only,deferred_generator_interface_or_spill_status,C5p_b,C5p_b,false,Vattenfall generator/interface layer remains deferred.,Review or freeze before DA/economics if this metric is used in claims.
steg11_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,STEG11_CHP,accounting-only electricity,MWh/y,,,3618.093905,,,reporting_only,internal_accounting_only_not_market_revenue,C5p_b,C5p_b,false,Do not present as full-site net generation.,Review or freeze before DA/economics if this metric is used in claims.
tg2_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,TG2_STEAM_TURBINE,accounting-only electricity,MWh/y,,,11416.851193,,,reporting_only,internal_accounting_only_not_market_revenue,C5p_b,C5p_b,false,Do not present as Vattenfall generation.,Review or freeze before DA/economics if this metric is used in claims.
steam_circuit_internal_electricity,C1_phase1_BF_BOF_plus_DRP_EAF,steam circuit,total accounting-only electricity,MWh/y,,,15034.945097,,,reporting_only,not_netted_against_process_electricity,C5p_b,C5p_b,false,Current modelled process electricity is unchanged by C5p_b.,Review or freeze before DA/economics if this metric is used in claims.
process_electricity_total,C1_phase1_BF_BOF_plus_DRP_EAF,site,modelled process electricity after boiler/steam,MWh/y,,,3033749.646586,,,reporting_only,current_C5_scope_not_full_site_no_STEG_TG2_netting,C5p_b,C5p_b,false,Not full-site electricity boundary.,Review or freeze before DA/economics if this metric is used in claims.
diagnostic_co2_total,C1_phase1_BF_BOF_plus_DRP_EAF,site,diagnostic CO2 after boiler/steam,t/y,,,6328227.447222,,,reporting_only,fuel_explicit_steam_CO2_deferred,C5p_b,C5p_b,false,Not ETS/full-site emissions; avoid WAG combustion double counting.,Review or freeze before DA/economics if this metric is used in claims.
generator_dispatch_mode,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,dispatch mode,policy,,,fixed_or_validation_scaled_interface,,,development_policy,fixed_or_validation_scaled_interface,IJ01/VN25 source card / C5p_c,C5p_c,false,Fixed/interface accounting only; not DA price-responsive dispatch.,Review or freeze before DA/economics if this metric is used in claims.
generator_electricity_value_mode,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,electricity value mode,policy,,,offset_site_grid_import,,,development_policy,offset_site_grid_import_reporting_only,IJ01/VN25 source card / C5p_c,C5p_c,false,Internal offset/reporting only; no export revenue.,Review or freeze before DA/economics if this metric is used in claims.
c0_generator_option_b_status,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,Option B status,status,,,,,,development_input,C0_residual_wag_generator_interface_active,IJ01/VN25 source card / C5p_c,C5p_c,false,"C0 is active residual-WAG-derived interface, not context-only no dispatch.",Review or freeze before DA/economics if this metric is used in claims.
c0_generator_interface_total_fuel,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,residual WAG generator fuel,PJ/y,,,,,,development_input,governed_residual_WAG_after_process_and_steam,IJ01/VN25 source card / C5p_c,C5p_c,false,Aggregate C0 interface; no public VN25/IJ01 C0 split is claimed.,Review or freeze before DA/economics if this metric is used in claims.
c0_generator_electricity_validation_anchor,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,electricity validation anchor,TWh/y,,,0.0,,,validation_anchor,context_anchor_only_not_dispatch_target,IJ01/VN25 source card / C5p_c,C5p_c,false,Reporting/internal offset comparison only; no DA/export revenue.,Review or freeze before DA/economics if this metric is used in claims.
c0_generator_electricity_offset_actual,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,electricity offset actual,TWh/y,,,0.0,,,reporting_only,residual_WAG_times_development_efficiency,C5p_c,C5p_c,false,Actual is calculated from modelled residual WAG and development efficiency.,Review or freeze before DA/economics if this metric is used in claims.
c0_generator_electricity_gap_to_validation_anchor,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,electricity validation-anchor gap,TWh/y,,,0.0,,,reporting_only,modelled_minus_2TWh_validation_anchor,C5p_c,C5p_c,false,Gap is reported rather than forcing electricity to the context anchor.,Review or freeze before DA/economics if this metric is used in claims.
c0_generator_efficiency_development_only,C1_phase1_BF_BOF_plus_DRP_EAF,C0 generator interface,development efficiency,MWh_e/MWh_fuel,,,0.0,,,development_input,single_value_from_0p34_0p35_source_card_range,IJ01/VN25 source card / C5p_c,C5p_c,false,Not official Tata/Vattenfall unit efficiency.,Review or freeze before DA/economics if this metric is used in claims.
vn25_generator_role,C1_phase1_BF_BOF_plus_DRP_EAF,VN25,enabled/status,status,,,true,,,development_input,primary_C1_residual_gas_generator_interface,IJ01/VN25 source card / C5p_c,C5p_c,false,Not a Vattenfall unit-commitment model.,Review or freeze before DA/economics if this metric is used in claims.
ij01_generator_role,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01,enabled/status,status,,,true,,,development_input,CHP_backup_generator_interface,IJ01/VN25 source card / C5p_c,C5p_c,false,IJ01 steam/electricity split remains deferred.,Review or freeze before DA/economics if this metric is used in claims.
vn24_backup_status,C1_phase1_BF_BOF_plus_DRP_EAF,VN24,enabled/status,status,,,cold_backup_reserve_only_inactive_base,,,development_input,cold_backup_reserve_only,IJ01/VN25 source card / C5p_c,C5p_c,false,VN24 inactive in base.,Review or freeze before DA/economics if this metric is used in claims.
vn25_generator_fuel,C1_phase1_BF_BOF_plus_DRP_EAF,VN25,carrier-specific generator fuel,PJ/y,13.7,13.7,9.759416,-3.940584,-0.287634,validation_anchor,C1_preferred_anchor_interface_limited_by_governed_residual_WAG,IJ01/VN25 source card / C5p_c,C5p_c,false,Explicit total anchor is 13.7 PJ/y; rounded carrier rows are reported separately.,Review or freeze before DA/economics if this metric is used in claims.
ij01_generator_fuel,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01,carrier-specific generator fuel,PJ/y,0.8,0.8,0.077195,-0.722805,-0.903506,validation_anchor,C1_preferred_anchor_interface_limited_by_governed_residual_WAG,IJ01/VN25 source card / C5p_c,C5p_c,false,IJ01 NG is blocked in base; CHP split deferred.,Review or freeze before DA/economics if this metric is used in claims.
generator_total_with_flare,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,fuel plus flare comparison,PJ/y,14.6,14.6,9.936611,-4.663389,-0.31941,validation_anchor,C1_preferred_total_with_visible_flaring,IJ01/VN25 source card / C5p_c,C5p_c,false,"Annual validation total, not hourly dispatch or market value.",Review or freeze before DA/economics if this metric is used in claims.
generator_fuel_gap,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,fuel gap or unserved anchor,PJ/y,,,4.763389,,,reporting_only,governed_residual_WAG_does_not_create_unlimited_fuel,C5p_c,C5p_c,false,Gap is visible when annual preferred anchors exceed governed residual carrier availability.,Review or freeze before DA/economics if this metric is used in claims.
generator_flare_or_spill,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,flare/spill diagnostic,PJ/y,0.1,0.1,0.1,0,0,validation_anchor,explicit_flaring_anchor_reporting_only,IJ01/VN25 source card / C5p_c,C5p_c,false,No direct WAG market value or export revenue.,Review or freeze before DA/economics if this metric is used in claims.
generator_electricity_offset,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,internal electricity offset,MWh/y,,,935277.350579,,,reporting_only,internal_offset_not_DA_revenue,C5p_c,C5p_c,false,Not full-site net grid import or export revenue.,Review or freeze before DA/economics if this metric is used in claims.
vn25_electricity_offset,C1_phase1_BF_BOF_plus_DRP_EAF,VN25,internal electricity offset,MWh/y,,,935277.350579,,,reporting_only,VN25_development_efficiency_only,C5p_c,C5p_c,false,VN25 efficiency is development-only.,Review or freeze before DA/economics if this metric is used in claims.
ij01_electricity_offset,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01,internal electricity offset,MWh/y,,,0.0,,,reporting_only,IJ01_conversion_deferred,C5p_c,C5p_c,false,IJ01 electricity/steam split is deferred.,Review or freeze before DA/economics if this metric is used in claims.
remaining_wag_after_generators,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,remaining WAG after generators and flare,PJ/y,,,0.737782,,,reporting_only,residual_WAG_visible_not_market_value,C5p_c,C5p_c,false,Residual WAG still needs annual C0/C1 boundary reconciliation.,Review or freeze before DA/economics if this metric is used in claims.
process_electricity_after_generator_offset_reporting_only,C1_phase1_BF_BOF_plus_DRP_EAF,site,modelled process electricity after generator offset,MWh/y,,,2098472.296007,,,reporting_only,not_full_site_net_import,C5p_c,C5p_c,false,Offset is reporting-only and boundary incomplete.,Review or freeze before DA/economics if this metric is used in claims.
current_product_gas_reuse_context,C1_phase1_BF_BOF_plus_DRP_EAF,C0 context,product gas reuse anchor,PJ/y,,,,,,context_anchor,C0_sanity_check_only,IJ01/VN25 source card,C5p_c,false,Context only; not exact generator fuel without interpretation.,Review or freeze before DA/economics if this metric is used in claims.
current_vattenfall_residual_gas_electricity_context,C1_phase1_BF_BOF_plus_DRP_EAF,C0 context,residual-gas electricity anchor,TWh/y,,,0.0,,,validation_anchor,C0_context_comparison_only_not_target,IJ01/VN25 source card,C5p_c,false,"Used as C0 validation anchor only, not enforced output, Vattenfall profit, or digital twin.",Review or freeze before DA/economics if this metric is used in claims.
current_tata_average_power_context,C1_phase1_BF_BOF_plus_DRP_EAF,C0 context,average electric power anchor,MW,,,,,,context_anchor,C0_sanity_check_only,IJ01/VN25 source card,C5p_c,false,Context only; not a full-site net import claim.,Review or freeze before DA/economics if this metric is used in claims.
transferred_power_plants_total_capacity_context,C1_phase1_BF_BOF_plus_DRP_EAF,power plants,transferred total capacity,MW,770.0,,,-770,-1,context_anchor,not_per_unit_capacity,IJ01/VN25 source card,C5p_c,false,"770 MW is total transferred capacity context, not VN25/IJ01 unit capacity.",Review or freeze before DA/economics if this metric is used in claims.
athanasiadis_vn25_capacity_precedent,C1_phase1_BF_BOF_plus_DRP_EAF,VN25,development capacity precedent,MW,350.0,,350.0,0,0,development_precedent,not_public_Tata_capacity,IJ01/VN25 source card,C5p_c,false,Athanasiadis 350 MW is development precedent only.,Review or freeze before DA/economics if this metric is used in claims.
generator_ij01_base_variant_total_fuel,C1_phase1_BF_BOF_plus_DRP_EAF,IJ01/VN25 generator interface,IJ01-as-base sensitivity total fuel,PJ/y,10.0,,,-10,-1,sensitivity_anchor_deferred,not_active_base,IJ01/VN25 source card,C5p_c,false,Variant is recorded only; base remains VN25-preferred Mode A.,Review or freeze before DA/economics if this metric is used in claims.
wag_BFG_generated,C0_current_BF_BOF_reference,WAG ledger,BFG generated,MWh_LHV/y,,,6496875.0,,,reporting_only,carrier_specific_WAG_generation_ledger,C5m_b WAG ledger,C5m_b,false,"Separate BFG/COG/BOFG, no direct WAG market value.",Boiler/generator/interface layer still needed before economics.
wag_BFG_allocated,C0_current_BF_BOF_reference,WAG ledger,BFG allocated or residual,MWh_LHV/y,,,6496874.9999979995,,,reporting_only,carrier_specific_WAG_balance_ledger,C5m_b WAG ledger,C5m_b,false,"Includes direct use, boiler placeholder, Vattenfall/interface placeholder and flare.",Physical boiler/generator implementation needed before economics.
wag_COG_generated,C0_current_BF_BOF_reference,WAG ledger,COG generated,MWh_LHV/y,,,2036806.800173,,,reporting_only,carrier_specific_WAG_generation_ledger,C5m_b WAG ledger,C5m_b,false,"Separate BFG/COG/BOFG, no direct WAG market value.",Boiler/generator/interface layer still needed before economics.
wag_COG_allocated,C0_current_BF_BOF_reference,WAG ledger,COG allocated or residual,MWh_LHV/y,,,2036806.800172,,,reporting_only,carrier_specific_WAG_balance_ledger,C5m_b WAG ledger,C5m_b,false,"Includes direct use, boiler placeholder, Vattenfall/interface placeholder and flare.",Physical boiler/generator implementation needed before economics.
wag_BOFG_generated,C0_current_BF_BOF_reference,WAG ledger,BOFG generated,MWh_LHV/y,,,1209375.0,,,reporting_only,carrier_specific_WAG_generation_ledger,C5m_b WAG ledger,C5m_b,false,"Separate BFG/COG/BOFG, no direct WAG market value.",Boiler/generator/interface layer still needed before economics.
wag_BOFG_allocated,C0_current_BF_BOF_reference,WAG ledger,BOFG allocated or residual,MWh_LHV/y,,,1209375.000001,,,reporting_only,carrier_specific_WAG_balance_ledger,C5m_b WAG ledger,C5m_b,false,"Includes direct use, boiler placeholder, Vattenfall/interface placeholder and flare.",Physical boiler/generator implementation needed before economics.
wag_BFG_generated,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,BFG generated,MWh_LHV/y,,,3081760.0,,,reporting_only,carrier_specific_WAG_generation_ledger,C5m_b WAG ledger,C5m_b,false,"Separate BFG/COG/BOFG, no direct WAG market value.",Boiler/generator/interface layer still needed before economics.
wag_BFG_allocated,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,BFG allocated or residual,MWh_LHV/y,,,3081759.999999,,,reporting_only,carrier_specific_WAG_balance_ledger,C5m_b WAG ledger,C5m_b,false,"Includes direct use, boiler placeholder, Vattenfall/interface placeholder and flare.",Physical boiler/generator implementation needed before economics.
wag_COG_generated,C1_phase1_BF_BOF_plus_DRP_EAF,WAG ledger,COG generated,MWh_LHV/y,,,870916.678337,,,reporting_only,carrier_specific_WAG_generation_ledger,C5m_b WAG ledger,C5m_b,false,"Separate BFG/COG/BOFG, no direct WAG market value.",Boiler/generator/interface layer still needed before economics.
