flow_id,configuration,component,carrier,flow_direction,physical_unit,parameter_value,parameter_basis,activity_driver,physical_constraint,future_price_unit,future_cost_treatment,internal_external,source_status,source_locator,residual_status,included_in_first_deterministic_cost_layer,explicitly_deferred,caveat,price_id,price_scenario_id,objective_enabled,accounting_enabled,objective_mode,external_purchase_status,origin_status,physical_quantity_attribute,price_unit,unit_compatibility_status,double_count_group,cost_readiness_status,deferred_reason,cost_route,model_component_attribute
C1_MAT_HBI,C1,HBI_import_route,HBI,inactive_route,t_imported_HBI,,solved external timestep quantity,none,follows solved physical activity and route scenario,EUR_per_t_imported_HBI,price solved external purchase exactly once,external,not_in_first_cost_layer,DEVELOPMENT_ECONOMIC_FINANCIAL_LAYER_COSTS.md,not_residual,no,yes,No HBI import route is active.,hbi_import_proxy,development_central,false,false,none,not_active,inactive_route,,EUR_per_t_imported_HBI,not_applicable,C1_HBI_inactive,blocked_not_physically_active,no_active_HBI_route,C1_DRP_EAF,
C1_EL_EAF_ARC,C1,EAF_arc,electricity,demand,MWh_e,0.4222222222,MWh per t liquid steel,EAF_liquid_steel_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,source_backed_central,EAF_Parameters.md MER Table 5.2,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,EAF_arc_electricity_mwh,,not_applicable,C1_EL_EAF_ARC_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_DRP_EAF,
C1_EL_EAF_SECONDARY,C1,EAF_secondary_metallurgy,electricity,demand,MWh_e,0.031,MWh per t liquid steel,EAF_liquid_steel_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,source_backed_central,EAF_Parameters.md secondary metallurgy,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,EAF_secondary_electricity_mwh,,not_applicable,C1_EL_EAF_SECONDARY_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_DRP_EAF,
C1_EL_HSM,C1,HSM,electricity,demand,MWh_e,0.070,MWh per t HRC,HSM_HRC_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,HSM_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,HSM_rolling_electricity_mwh,,not_applicable,C1_EL_HSM_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_DSP,C1,DSP,electricity,demand,MWh_e,0.056,MWh per t coil,DSP_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,DSP_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,DSP_electricity_mwh,,not_applicable,C1_EL_DSP_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_ASU,C1,Linde_ASU_O2,electricity,demand,MWh_e,0.4,MWh per t oxygen,represented_oxygen_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,source_backed_central,LINDE_OXYGEN_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,ASU_oxygen_electricity_mwh,,not_applicable,C1_EL_ASU_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_LINDE_N2,C1,Linde_N2_auxiliary,electricity,demand,MWh_e,45,MW continuous context,Linde_N2_auxiliary_hour,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,LINDE_OXYGEN_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,Linde_N2_auxiliary_electricity_mwh,,not_applicable,C1_EL_LINDE_N2_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_KGF,C1,KGF1,electricity,demand,MWh_e,0.0667,MWh per t coke,coke_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,Coking_Plants_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,KGF_electricity_mwh,,not_applicable,C1_EL_KGF_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_BOF,C1,BOF_OSF,electricity,demand,MWh_e,0.017,MWh per t liquid steel,BOF_liquid_steel_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,BOF_OSF_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,BOF_electricity_mwh,,not_applicable,C1_EL_BOF_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_BF,C1,BF6,electricity,demand,MWh_e,0.033,MWh per t hot metal,BF_hot_metal_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,Blast_Furnace_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,BF_electricity_mwh,,not_applicable,C1_EL_BF_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_PEFA,C1,PEFA,electricity,demand,MWh_e,0.0213,MWh per t pellets,PEFA_pellet_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,PELLETIZING_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,PEFA_electricity_mwh,,not_applicable,C1_EL_PEFA_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_SINTER,C1,sinter,electricity,demand,MWh_e,0.035,MWh per t sinter,sinter_output_t,named non-overlapping bucket,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,SINTER_Parameters.md,not_residual,yes,no,Captured once through represented net grid import.,,,false,false,prepared_not_active,internal_not_purchased,internal_demand,sinter_electricity_mwh,,not_applicable,C1_EL_SINTER_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_or_component_electricity_already_captured_by_net_grid,C1_downstream_and_common,
C1_EL_STEAM_AUX,C1,boiler_steam_auxiliaries,electricity,demand,MWh_e,,,represented_steam_supply_t,known boundary gap,EUR_per_MWh_e,excluded,internal_demand,blocked,BOILER_STEAM_CIRCUIT_Parameters.md,known_boundary_gap,no,yes,Physical boundary incomplete.,,,false,false,none,not_resolved,not_resolved,,,not_applicable,C1_EL_STEAM_AUX,boundary_repair_required,physical_boundary_incomplete,C1_downstream_and_common,
C1_EL_RESIDUAL,C1,unknown_background,electricity,boundary_residual,MWh_e,,,none,reporting only residual,,excluded,unrepresented,not_in_first_cost_layer,residual boundary policy,reporting_only_residual,no,yes,Residual is not an input.,,,false,false,none,unrepresented_not_purchased,unrepresented,,,not_applicable,C1_EL_RESIDUAL,excluded_residual,residual_is_reporting_gap_not_input,C1_site_shared,
C0_NG_HSM,C0,HSM,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,NG_to_HSM_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,accepted_development,governed named-NG physical interface,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,NG_to_HSM_mwh,EUR_per_MWh_LHV,compatible,C0_NG_HSM_once,objective_ready,not_deferred,C0_downstream_and_common,ng_to_hsm_mwh
C0_NG_PEFA,C0,PEFA,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,NG_to_PEFA_malerij_mwh;NG_to_PEFA_branderij_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,accepted_development,governed named-NG physical interface,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,NG_to_PEFA_malerij_mwh;NG_to_PEFA_branderij_mwh,EUR_per_MWh_LHV,compatible,C0_NG_PEFA_once,objective_ready,not_deferred,C0_downstream_and_common,ng_to_pefa_malerij_mwh;ng_to_pefa_branderij_mwh
C0_NG_BOILER,C0,represented_15bar_boiler,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,natural_gas_boiler_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,boundary_reconciled_development,BOILER_STEAM_CIRCUIT_Parameters.md,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,natural_gas_boiler_mwh,EUR_per_MWh_LHV,compatible,C0_NG_BOILER_once,objective_ready,not_deferred,C0_downstream_and_common,ng_to_boiler_mwh
C0_NG_GENERATOR,C0,aggregate_generator,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,generator_named_ng_mwh,carrier-explicit aggregate generator fuel input,EUR_per_MWh_LHV,price named external NG exactly once when real-anchor successor is enabled,external,boundary_reconciled_development,C0 real-anchor aggregate generator technical interface,not_residual,no,no,Opt-in successor flow; internal WAG fuel and internal generator electricity remain unpriced.,natural_gas_ttf_proxy,development_central,false,false,prepared_not_active,external_purchase,named_external_NG,generator_named_ng_mwh,EUR_per_MWh_LHV,compatible,C0_NG_GENERATOR_once,opt_in_objective_ready,real_anchor_successor_not_enabled,C0_site_shared,generator_named_ng_mwh
C0_NG_FIXED_FULL_SITE,C0,fixed_full_site_component,NG,external_supply,MWh_LHV,,constant named-NG timestep quantity,full_site_fixed_ng_component_mwh,inferred low-case full-site NG floor minus explicitly identified represented overlap,EUR_per_MWh_LHV,price named external NG exactly once when real-anchor successor is enabled,external,boundary_reconciled_development,Figure 79 and Figure 84 low-case full-site NG inference,not_residual,no,no,Opt-in constant procurement term is included in objective and reporting once; it is not an independently observed auxiliary load.,natural_gas_ttf_proxy,development_central,false,false,prepared_not_active,external_purchase,named_external_NG,full_site_fixed_ng_component_mwh,EUR_per_MWh_LHV,compatible,C0_NG_FIXED_FULL_SITE_once,opt_in_objective_ready,real_anchor_successor_not_enabled,C0_site_shared,full_site_fixed_ng_component_mwh
C0_NG_FLEXIBLE_OTHER_SITE_HEAT,C0,flexible_other_site_heat,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,flexible_other_site_heat_ng_mwh,substitutable NG share of 3.07 PJ per year energy-service envelope,EUR_per_MWh_LHV,price named external NG exactly once when real-anchor successor is enabled,external,boundary_reconciled_development,Figure 69 normal case minus low-case Figures 79 and 84,not_residual,no,no,Opt-in successor flow; 1.65 PJ per year is validation-only and internal WAG substitution remains unpriced.,natural_gas_ttf_proxy,development_central,false,false,prepared_not_active,external_purchase,named_external_NG,flexible_other_site_heat_ng_mwh,EUR_per_MWh_LHV,compatible,C0_NG_FLEXIBLE_OTHER_SITE_HEAT_once,opt_in_objective_ready,real_anchor_successor_not_enabled,C0_site_shared,flexible_other_site_heat_ng_mwh
C0_NG_RESIDUAL,C0,unknown_background,NG,boundary_residual,MWh_LHV,,,none,reporting only residual,,excluded,unrepresented,not_in_first_cost_layer,residual boundary policy,reporting_only_residual,no,yes,Residual is not an input.,,,false,false,none,unrepresented_not_purchased,unrepresented,,,not_applicable,C0_NG_RESIDUAL,excluded_residual,residual_is_reporting_gap_not_input,C0_site_shared,
C1_NG_DRP,C1,DRP,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,DRP_named_NG_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,source_backed_central,DRP_Parameters.md MER energy basis,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,DRP_named_NG_mwh,EUR_per_MWh_LHV,compatible,C1_NG_DRP_once,objective_ready,not_deferred,C1_DRP_EAF,drp_named_ng_mwh
C1_NG_EAF,C1,EAF,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,EAF_named_NG_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,source_backed_central,EAF_Parameters.md MER energy basis,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,EAF_named_NG_mwh,EUR_per_MWh_LHV,compatible,C1_NG_EAF_once,objective_ready,not_deferred,C1_DRP_EAF,eaf_named_ng_mwh
C1_NG_HSM,C1,HSM,NG,external_supply,MWh_LHV,,solved named-NG timestep quantity,NG_to_HSM_mwh,named consumer balance,EUR_per_MWh_LHV,price named external NG exactly once,external,accepted_development,governed named-NG physical interface,not_residual,yes,no,Residual NG is excluded.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,named_external_NG,NG_to_HSM_mwh,EUR_per_MWh_LHV,compatible,C1_NG_HSM_once,objective_ready,not_deferred,C1_downstream_and_common,ng_to_hsm_mwh
C0_EL_SITE_BASELOAD,C0,user_authorized_aggregate_electricity_baseload,electricity,demand,MWh_e,141.37046680663974,constant Phase-5K held-out-validated load,site_background_electricity_mwh,included once in gross site electricity balance,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,c5_phase5k_final_user_authorized_boundary_contract/final_boundary_contract.csv,not_residual,yes,no,Promoted by the Phase-5K contract; 90% user-authorized aggregate abstraction not observed hourly demand complete-site allocation or price-responsive flexibility.,,,false,false,included_via_net_grid,not_separately_purchased,user_authorized_aggregate_abstraction,site_background_electricity_mwh,,not_applicable,C0_EL_SITE_BASELOAD_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_electricity_already_captured_by_net_grid,C0_site_shared,site_background_electricity_mwh
C1_EL_SITE_BASELOAD,C1,user_authorized_aggregate_electricity_baseload,electricity,demand,MWh_e,157.8475475859338,constant Phase-5K held-out-validated load,site_background_electricity_mwh,included once in gross site electricity balance,EUR_per_MWh_e,included through net grid balance,internal_demand,accepted_development,c5_phase5k_final_user_authorized_boundary_contract/final_boundary_contract.csv,not_residual,yes,no,Promoted by the Phase-5K contract; 90% user-authorized aggregate abstraction not observed hourly demand complete-site allocation or price-responsive flexibility.,,,false,false,included_via_net_grid,not_separately_purchased,user_authorized_aggregate_abstraction,site_background_electricity_mwh,,not_applicable,C1_EL_SITE_BASELOAD_included_in_net_grid,included_via_net_grid_not_separately_priced,gross_electricity_already_captured_by_net_grid,C1_site_shared,site_background_electricity_mwh
C0_NG_SITE_BASELOAD,C0,user_authorized_common_site_ng_service,NG,external_supply,MWh_LHV,221.96854388635237,constant 7-PJ-per-year Phase-5K load,site_baseload_ng_mwh,constant additive procurement and not WAG or HSM displaceable,EUR_per_MWh_LHV,price named external NG exactly once,external,accepted_development,c5_phase5k_final_user_authorized_boundary_contract/final_boundary_contract.csv,not_residual,yes,no,User-authorized same absolute site-service assumption in C0 and C1; not an identified plant allocation or observed profile.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,user_authorized_common_site_service,site_baseload_ng_mwh,EUR_per_MWh_LHV,compatible,C0_NG_SITE_BASELOAD_once,objective_ready,not_deferred,C0_site_shared,site_baseload_ng_mwh
C1_NG_SITE_BASELOAD,C1,user_authorized_common_site_ng_service,NG,external_supply,MWh_LHV,221.96854388635237,constant 7-PJ-per-year Phase-5K load,site_baseload_ng_mwh,constant additive procurement and not WAG or HSM displaceable,EUR_per_MWh_LHV,price named external NG exactly once,external,accepted_development,c5_phase5k_final_user_authorized_boundary_contract/final_boundary_contract.csv,not_residual,yes,no,User-authorized same absolute site-service assumption in C0 and C1; not an identified plant allocation or observed profile.,natural_gas_ttf_proxy,development_central,true,true,fixed_reference_procurement_cost,external_purchase,user_authorized_common_site_service,site_baseload_ng_mwh,EUR_per_MWh_LHV,compatible,C1_NG_SITE_BASELOAD_once,objective_ready,not_deferred,C1_site_shared,site_baseload_ng_mwh
